nct_id,id,outcome_id,result_group_id,ctgov_group_code
NCT02906930,51707207,6731590,10065310,OG003
NCT02906930,51707208,6731590,10065307,OG000
NCT02906930,51707209,6731590,10065308,OG001
NCT02906930,51707210,6731590,10065309,OG002
NCT02906930,51707211,6731590,10065310,OG003
NCT02911948,51713406,6732125,10065866,OG000
NCT02911948,51713407,6732125,10065867,OG001
NCT02916706,52189900,6798560,10154866,OG000
NCT02916706,52189901,6798560,10154867,OG001
NCT02924064,52189896,6798558,10154857,OG000
NCT02924064,52189897,6798558,10154858,OG001
NCT02926937,51721485,6733305,10067290,OG000
NCT02926937,51721486,6733305,10067291,OG001
NCT02926937,51721507,6733316,10067290,OG000
NCT02926937,51721508,6733316,10067293,OG001
NCT02926950,51721521,6733319,10067302,OG000
NCT02926950,51721522,6733319,10067303,OG001
NCT02963922,51751093,6736452,10071157,OG000
NCT02963922,51751094,6736452,10071158,OG001
NCT02963922,51751095,6736452,10071157,OG000
NCT02963922,51751096,6736452,10071158,OG001
NCT02964247,51751953,6736562,10071197,OG000
NCT02964247,51751954,6736562,10071198,OG001
NCT02964247,51751955,6736562,10071197,OG000
NCT02964247,51751956,6736562,10071198,OG001
NCT03015220,51785065,6740275,10075721,OG000
NCT03015220,51785066,6740275,10075722,OG001
NCT03015220,51785067,6740275,10075723,OG002
NCT03015220,51785068,6740275,10075724,OG003
NCT03015220,51785069,6740275,10075721,OG000
NCT03015220,51785070,6740275,10075722,OG001
NCT03015220,51785071,6740275,10075723,OG002
NCT03015220,51785072,6740275,10075724,OG003
NCT03018028,51787189,6740456,10075924,OG000
NCT03018028,51787190,6740456,10075925,OG001
NCT03018028,51787191,6740456,10075926,OG002
NCT03018028,51787192,6740456,10075927,OG003
NCT03018028,51787193,6740456,10075928,OG004
NCT03018028,51787194,6740456,10075924,OG000
NCT03018028,51787195,6740456,10075925,OG001
NCT03018028,51787196,6740456,10075926,OG002
NCT03018028,51787197,6740456,10075927,OG003
NCT03018028,51787198,6740456,10075928,OG004
NCT03018028,51787199,6740457,10075924,OG000
NCT03018028,51787200,6740457,10075925,OG001
NCT03018028,51787201,6740457,10075926,OG002
NCT03018028,51787202,6740457,10075927,OG003
NCT03018028,51787203,6740457,10075928,OG004
NCT03021187,51791930,6740845,10076366,OG000
NCT03021187,51791931,6740845,10076367,OG001
NCT03021187,51791932,6740845,10076368,OG002
NCT03021187,51791933,6740845,10076369,OG003
NCT03021187,51791934,6740845,10076366,OG000
NCT03021187,51791935,6740845,10076367,OG001
NCT03021187,51791936,6740845,10076368,OG002
NCT03021187,51791937,6740845,10076369,OG003
NCT03021187,51791946,6740847,10076366,OG000
NCT03021187,51791947,6740847,10076367,OG001
NCT03021187,51791948,6740847,10076368,OG002
NCT03021187,51791949,6740847,10076369,OG003
NCT03061214,51816014,6743710,10080191,OG000
NCT03061214,51816015,6743710,10080192,OG001
NCT03061214,51816016,6743710,10080193,OG002
NCT03061214,51816017,6743710,10080191,OG000
NCT03061214,51816018,6743710,10080192,OG001
NCT03061214,51816019,6743710,10080193,OG002
NCT03066830,51817734,6743992,10080505,OG000
NCT03066830,51817735,6743992,10080506,OG001
NCT03086330,51826428,6745345,10082078,OG000
NCT03086330,51826429,6745345,10082079,OG001
NCT03115112,51838614,6746952,10084299,OG000
NCT03115112,51838615,6746952,10084300,OG001
NCT03136484,51844328,6748167,10086233,OG000
NCT03136484,51844329,6748167,10086234,OG001
NCT03136484,51844330,6748167,10086233,OG000
NCT03136484,51844331,6748167,10086234,OG001
NCT03172494,51858933,6749962,10088653,OG000
NCT03172494,51858934,6749962,10088654,OG001
NCT03172494,51858935,6749962,10088655,OG002
NCT03175120,51860889,6750080,10088759,OG000
NCT03175120,51860890,6750080,10088760,OG001
NCT03191396,51868025,6751188,10089995,OG000
NCT03191396,51868026,6751188,10089996,OG001
NCT03242018,51896636,6753889,10093436,OG000
NCT03242018,51896637,6753889,10093437,OG001
NCT03242018,51896638,6753890,10093436,OG000
NCT03242018,51896639,6753890,10093438,OG001
NCT03242252,51896686,6753905,10093454,OG000
NCT03242252,51896687,6753905,10093455,OG001
NCT03242252,51896688,6753905,10093456,OG002
NCT03259789,51902195,6755008,10094731,OG000
NCT03259789,51902196,6755008,10094732,OG001
NCT03259789,51902197,6755009,10094733,OG000
NCT03259789,51902219,6755017,10094731,OG000
NCT03259789,51902220,6755017,10094732,OG001
NCT03259789,51902221,6755017,10094731,OG000
NCT03259789,51902222,6755017,10094732,OG001
NCT03259789,51902223,6755017,10094731,OG000
NCT03259789,51902224,6755017,10094732,OG001
NCT03259789,51902225,6755017,10094731,OG000
NCT03259789,51902226,6755017,10094732,OG001
NCT03259789,51902227,6755018,10094733,OG000
NCT03259789,51902228,6755018,10094733,OG000
NCT03259789,51902229,6755018,10094733,OG000
NCT03259789,51902230,6755018,10094733,OG000
NCT03332771,51952884,6758996,10099732,OG000
NCT03332771,51952885,6758996,10099733,OG001
NCT03332771,51952886,6758996,10099734,OG002
NCT03332771,51952887,6758996,10099735,OG003
NCT03332771,51952888,6758997,10099732,OG000
NCT03332771,51952889,6758997,10099733,OG001
NCT03332771,51952890,6758997,10099734,OG002
NCT03332771,51952891,6758997,10099735,OG003
NCT03351478,51960070,6760238,10101285,OG000
NCT03351478,51960071,6760238,10101286,OG001
NCT03351478,51960072,6760238,10101287,OG002
NCT03495102,52000652,6766822,10109671,OG000
NCT03495102,52000653,6766822,10109672,OG001
NCT03495102,52000654,6766822,10109673,OG002
NCT03552757,52014047,6769031,10112855,OG000
NCT03552757,52014048,6769031,10112856,OG001
NCT03552757,52014049,6769031,10112857,OG002
